"","s","S","F","R","RT"
"1938","5","s1","load0","r1",1.073
"1939","5","s1","load0","r1",0.811
"1940","5","s2","load0","r2",0.676
"1941","5","s2","load0","r2",0.916
"1942","5","s1","load0","r1",0.791
"1943","5","s2","load1","r2",1.673
"1944","5","s1","load1","r2",1.272
"1945","5","s1","load1","r1",1.181
"1946","5","s1","load1","r1",0.92
"1947","5","s2","load1","r2",1.172
"1948","5","s1","load1","r2",0.993
"1949","5","s2","load1","r2",1.528
"1950","5","s2","load1","r2",1.018
"1951","5","s2","load1","r2",0.699
"1952","5","s1","load1","r2",1.24
"1953","5","s2","load1","r2",0.637
"1954","5","s1","load1","r2",1.643
"1955","5","s1","load1","r1",0.785
"1956","5","s2","load1","r2",1.386
"1957","5","s1","load1","r2",0.766
"1958","5","s1","load1","r1",0.633
"1959","5","s2","load1","r2",0.817
"1960","5","s2","load1","r2",1.157
"1961","5","s1","load1","r2",1.215
"1962","5","s1","load1","r1",1.776
"1963","5","s1","load1","r1",0.977
"1964","5","s2","load1","r2",1.155
"1965","5","s2","load1","r2",0.611
"1966","5","s1","load1","r2",1.269
"1967","5","s2","load1","r2",1.005
"1968","5","s2","load1","r2",0.969
"1969","5","s2","load1","r2",1.048
"1970","5","s1","load1","r2",0.7
"1971","5","s2","load1","r2",1.624
"1972","5","s2","load1","r2",0.57
"1973","5","s2","load0","r2",2.252
"1974","5","s1","load0","r1",1.257
"1975","5","s1","load0","r1",0.6
"1976","5","s2","load0","r1",1.121
"1977","5","s2","load0","r2",1.217
"1978","5","s2","load0","r2",0.656
"1979","5","s2","load0","r2",1.057
"1980","5","s2","load0","r2",0.966
"1981","5","s2","load0","r2",1.208
"1982","5","s1","load0","r1",0.556
"1983","5","s2","load0","r2",0.827
"1984","5","s1","load0","r1",0.888
"1985","5","s2","load0","r2",0.79
"1986","5","s1","load0","r1",0.793
"1987","5","s2","load0","r2",0.746
"1988","5","s2","load0","r2",0.745
"1989","5","s2","load0","r2",0.562
"1990","5","s2","load0","r2",0.784
"1991","5","s1","load0","r1",0.604
"1992","5","s2","load0","r2",1.333
"1993","5","s2","load0","r2",0.986
"1994","5","s2","load0","r2",0.827
"1995","5","s2","load0","r2",1.093
"1996","5","s1","load0","r2",0.792
"1997","5","s1","load0","r2",0.884
"1998","5","s1","load0","r2",2.081
"1999","5","s2","load1","r2",0.903
"2000","5","s2","load1","r2",1.066
"2001","5","s2","load1","r2",0.84
"2002","5","s2","load1","r2",0.804
"2003","5","s2","load1","r2",0.728
"2004","5","s1","load1","r1",0.954
"2005","5","s2","load1","r1",0.843
"2006","5","s2","load1","r2",2.142
"2007","5","s2","load1","r2",1.093
"2008","5","s1","load1","r1",0.762
"2009","5","s2","load1","r2",1.643
"2010","5","s1","load1","r1",1.528
"2011","5","s1","load1","r1",0.687
"2012","5","s2","load1","r1",0.858
"2013","5","s2","load1","r2",0.849
"2014","5","s2","load1","r2",1.218
"2015","5","s2","load1","r2",1.048
"2016","5","s2","load1","r2",1.32
"2017","5","s1","load1","r1",0.796
"2018","5","s2","load1","r2",1.001
"2019","5","s2","load1","r2",0.776
"2020","5","s2","load1","r2",0.898
"2021","5","s1","load1","r1",1.201
"2022","5","s2","load1","r2",1.625
"2023","5","s1","load1","r1",0.872
"2024","5","s1","load1","r1",0.859
"2025","5","s1","load0","r1",0.605
"2026","5","s1","load0","r1",0.51
"2027","5","s2","load0","r2",1.203
"2028","5","s1","load0","r2",1.361
"2029","5","s1","load0","r2",0.934
"2030","5","s2","load0","r2",0.635
"2031","5","s2","load0","r2",0.748
"2032","5","s2","load0","r1",1.706
"2033","5","s1","load0","r1",0.486
"2034","5","s2","load0","r2",0.668
"2035","5","s2","load0","r2",0.502
"2036","5","s2","load0","r2",1.18
"2037","5","s2","load0","r2",0.891
"2038","6","s2","load0","r2",0.401
"2039","6","s1","load0","r1",0.737
"2040","6","s2","load0","r2",0.478
"2041","6","s2","load0","r2",0.531
"2042","6","s1","load0","r2",0.68
"2043","6","s2","load0","r1",0.53
"2044","6","s1","load0","r2",0.517
"2045","6","s1","load0","r1",0.662
"2046","6","s1","load0","r2",0.677
"2047","6","s1","load0","r2",0.643
"2048","6","s2","load0","r1",0.528
"2049","6","s1","load0","r1",0.81
"2050","6","s1","load0","r1",0.639
"2051","6","s2","load1","r1",0.608
"2052","6","s1","load1","r1",0.83
"2053","6","s2","load1","r1",0.875
"2054","6","s2","load1","r2",0.921
"2055","6","s2","load1","r2",1.045
"2056","6","s2","load1","r2",0.835
"2057","6","s2","load1","r1",0.679
"2058","6","s1","load1","r1",1.024
"2059","6","s2","load1","r2",0.706
"2060","6","s2","load1","r1",0.73
"2061","6","s1","load1","r2",1.179
"2062","6","s2","load1","r1",1.435
"2063","6","s1","load1","r1",0.66
"2064","6","s2","load1","r2",0.982
"2065","6","s2","load1","r1",0.771
"2066","6","s1","load1","r1",0.801
"2067","6","s2","load1","r2",1.278
"2068","6","s2","load1","r2",1
"2069","6","s2","load1","r1",0.93
"2070","6","s1","load1","r1",1.54
"2071","6","s1","load1","r1",1.19
"2072","6","s1","load1","r1",0.457
"2073","6","s1","load1","r1",0.848
"2074","6","s1","load0","r1",0.64
"2075","6","s1","load0","r1",0.635
"2076","6","s2","load0","r2",1.302
"2077","6","s1","load0","r1",0.795
"2078","6","s1","load0","r1",0.707
"2079","6","s2","load0","r2",0.577
"2080","6","s2","load0","r1",0.729
"2081","6","s1","load0","r2",0.854
"2082","6","s2","load0","r2",0.773
"2083","6","s1","load0","r1",0.967
"2084","6","s2","load0","r1",0.393
"2085","6","s1","load0","r1",0.678
"2086","6","s1","load0","r1",1.008
"2087","6","s1","load0","r1",0.941
"2088","6","s1","load0","r1",0.582
"2089","6","s1","load0","r1",0.592
"2090","6","s2","load0","r2",0.784
"2091","6","s2","load0","r2",0.501
"2092","6","s2","load0","r2",0.662
"2093","6","s2","load0","r1",0.468
"2094","6","s2","load0","r2",0.529
"2095","6","s1","load0","r1",0.461
"2096","6","s1","load0","r1",0.531
"2097","6","s2","load0","r1",0.662
"2098","6","s2","load0","r2",0.615
"2099","6","s1","load0","r2",0.563
"2100","6","s2","load1","r1",0.548
"2101","6","s2","load1","r2",0.901
"2102","6","s2","load1","r1",0.566
"2103","6","s1","load1","r2",0.96
"2104","6","s1","load1","r1",0.382
"2105","6","s1","load1","r1",0.381
"2106","6","s1","load1","r2",0.899
"2107","6","s2","load1","r1",1.217
"2108","6","s1","load1","r2",0.538
"2109","6","s2","load1","r1",0.651
"2110","6","s1","load1","r1",0.746
"2111","6","s2","load1","r1",1.304
"2112","6","s2","load1","r1",0.481
"2113","6","s1","load1","r2",0.594
"2114","6","s2","load1","r1",0.484
"2115","6","s1","load1","r1",0.597
"2116","6","s1","load1","r1",0.854
"2117","6","s2","load1","r2",1.082
"2118","6","s1","load1","r2",0.468
"2119","6","s2","load1","r1",0.435
"2120","6","s2","load1","r1",0.358
"2121","6","s2","load1","r2",0.645
"2122","6","s1","load1","r1",0.536
"2123","6","s2","load1","r2",0.538
"2124","6","s2","load0","r1",0.266
"2125","6","s2","load0","r2",0.557
"2126","6","s2","load0","r2",0.695
"2127","6","s2","load0","r2",0.315
"2128","6","s2","load0","r2",0.593
"2129","6","s1","load0","r1",0.595
"2130","6","s1","load0","r2",0.609
"2131","6","s1","load0","r2",0.705
"2132","6","s2","load0","r2",0.702
"2133","6","s2","load0","r1",0.575
"2134","6","s1","load0","r1",0.962
"2135","6","s1","load0","r1",0.592
"2136","6","s1","load0","r2",0.6
"2137","6","s2","load0","r2",0.77
"2138","6","s1","load0","r2",0.349
"2139","6","s2","load0","r2",0.707
"2140","6","s1","load0","r1",0.794
"2141","6","s1","load0","r2",0.448
"2142","6","s1","load0","r2",0.532
"2143","6","s1","load0","r1",0.581
"2144","6","s1","load0","r1",0.791
"2145","6","s2","load0","r2",0.461
"2146","6","s2","load0","r2",0.458
"2147","6","s2","load0","r2",0.649
"2148","6","s2","load0","r1",0.575
"2149","6","s1","load0","r2",0.548
"2150","6","s2","load0","r1",0.917
"2151","6","s1","load1","r1",0.69
"2152","6","s2","load1","r1",0.837
"2153","6","s1","load1","r1",0.345
"2154","6","s2","load1","r1",0.42
"2155","6","s2","load1","r1",0.997
"2156","6","s1","load1","r1",0.765
"2157","6","s2","load1","r1",1.449
"2158","6","s1","load1","r1",0.624
"2159","6","s1","load1","r2",0.373
"2160","6","s1","load1","r1",0.839
"2161","6","s2","load1","r2",0.349
"2162","6","s2","load1","r1",0.615
"2163","6","s2","load1","r2",0.914
"2164","6","s1","load1","r1",0.493
"2165","6","s1","load1","r1",0.654
"2166","6","s1","load1","r1",0.643
"2167","6","s1","load1","r2",0.377
"2168","6","s2","load1","r1",0.847
"2169","6","s2","load1","r1",0.535
"2170","6","s1","load1","r2",1.249
"2171","6","s1","load1","r1",0.776
"2172","6","s1","load1","r2",1.09
"2173","6","s1","load1","r1",1.266
"2174","6","s1","load1","r2",0.704
"2175","6","s2","load1","r2",1.152
"2176","6","s1","load0","r1",0.593
"2177","6","s2","load0","r2",0.674
"2178","6","s1","load0","r1",0.843
"2179","6","s1","load0","r2",0.525
"2180","6","s2","load0","r2",0.696
"2181","6","s1","load0","r1",0.737
"2182","6","s2","load0","r2",0.543
"2183","6","s2","load0","r1",0.963
"2184","6","s2","load0","r2",0.505
"2185","6","s1","load0","r1",0.806
"2186","6","s1","load0","r2",0.623
"2187","6","s2","load0","r2",0.908
"2188","6","s1","load0","r1",0.784
"2189","6","s1","load0","r1",0.575
"2190","6","s1","load0","r1",0.564
"2191","6","s1","load0","r1",0.589
"2192","6","s2","load0","r2",0.635
"2193","6","s1","load0","r2",0.641
"2194","6","s1","load0","r1",0.79
"2195","6","s2","load0","r2",0.898
"2196","6","s1","load0","r1",0.75
"2197","6","s2","load0","r2",0.958
"2198","6","s1","load0","r1",0.898
"2199","6","s1","load0","r2",0.767
"2200","6","s1","load0","r1",0.807
"2201","6","s1","load0","r2",0.553
"2202","6","s1","load0","r1",1.05
"2203","6","s1","load0","r2",0.741
"2204","6","s1","load1","r1",0.962
"2205","6","s1","load1","r1",0.54
"2206","6","s2","load1","r1",0.495
"2207","6","s2","load1","r1",1.219
"2208","6","s2","load1","r2",0.772
"2209","6","s2","load1","r2",1.019
"2210","6","s1","load1","r1",0.751
"2211","6","s2","load1","r2",0.745
"2212","6","s1","load1","r1",0.88
"2213","6","s2","load1","r2",0.917
"2214","6","s1","load1","r2",1.007
"2215","6","s1","load1","r1",0.77
"2216","6","s1","load1","r1",1.08
"2217","6","s2","load1","r2",0.852
"2218","6","s2","load1","r1",0.783
"2219","6","s1","load1","r1",0.819
"2220","6","s1","load1","r1",0.553
"2221","6","s1","load1","r2",0.585
"2222","6","s1","load1","r2",1.272
"2223","6","s2","load1","r2",0.573
"2224","6","s1","load1","r1",1.31
"2225","6","s1","load1","r2",0.849
"2226","6","s1","load1","r2",0.782
"2227","6","s2","load1","r1",0.736
"2228","6","s2","load1","r1",1.006
"2229","6","s2","load1","r2",0.794
"2230","6","s1","load1","r1",0.703
"2231","6","s2","load0","r2",0.647
"2232","6","s1","load0","r1",0.801
"2233","6","s2","load0","r2",0.535
"2234","6","s2","load0","r2",0.604
"2235","6","s1","load0","r1",0.65
"2236","6","s2","load0","r2",1.068
"2237","6","s1","load0","r1",0.604
"2238","6","s1","load0","r1",0.582
"2239","6","s1","load0","r1",0.676
"2240","6","s2","load0","r2",0.67
"2241","6","s2","load0","r2",0.996
"2242","6","s1","load0","r1",0.366
"2243","6","s1","load0","r1",0.605
"2244","6","s1","load0","r1",0.62
"2245","6","s2","load0","r1",0.356
"2246","6","s1","load0","r2",0.53
"2247","6","s2","load0","r2",0.773
"2248","6","s1","load0","r2",0.834
"2249","6","s1","load0","r1",0.902
"2250","6","s2","load0","r2",0.555
"2251","6","s1","load0","r1",0.529
"2252","6","s1","load0","r1",0.876
"2253","6","s1","load0","r1",0.76
"2254","6","s1","load0","r2",0.723
"2255","6","s1","load0","r1",0.551
"2256","6","s2","load0","r1",0.691
"2257","6","s1","load1","r1",0.764
"2258","6","s1","load1","r2",0.701
"2259","6","s1","load1","r1",0.786
"2260","6","s2","load1","r2",0.684
"2261","6","s2","load1","r2",0.79
"2262","6","s2","load1","r2",0.796
"2263","6","s2","load1","r2",0.72
"2264","6","s2","load1","r2",0.939
"2265","6","s2","load1","r1",0.757
"2266","6","s2","load1","r2",0.746
"2267","6","s1","load1","r1",0.794
"2268","6","s1","load1","r2",0.731
"2269","6","s1","load1","r2",0.793
"2270","6","s1","load1","r2",0.443
"2271","6","s1","load1","r1",0.867
"2272","6","s1","load1","r2",1.01
"2273","6","s1","load1","r1",0.614
"2274","6","s2","load1","r2",0.605
"2275","6","s2","load1","r2",0.711
"2276","6","s2","load1","r1",0.701
"2277","6","s1","load1","r1",0.646
"2278","6","s2","load1","r1",0.429
"2279","6","s1","load1","r1",1.252
"2280","6","s1","load1","r1",0.811
"2281","6","s1","load1","r1",0.731
"2282","6","s2","load1","r2",0.838
"2283","6","s1","load0","r1",0.646
"2284","6","s1","load0","r2",0.595
"2285","6","s2","load0","r1",0.824
"2286","6","s1","load0","r2",0.576
"2287","6","s1","load0","r1",0.635
"2288","6","s2","load0","r2",0.615
"2289","6","s2","load0","r1",0.694
"2290","6","s2","load0","r1",0.733
"2291","6","s2","load0","r1",0.762
"2292","6","s2","load0","r2",0.989
"2293","6","s1","load0","r1",0.763
"2294","6","s1","load0","r2",0.613
"2295","6","s2","load0","r1",0.434
"2296","6","s2","load0","r1",0.481
"2297","6","s1","load0","r2",0.625
"2298","6","s2","load0","r1",0.634
"2299","6","s1","load0","r1",0.621
"2300","6","s1","load0","r1",0.827
"2301","6","s1","load0","r1",0.796
"2302","6","s2","load0","r2",0.631
"2303","6","s1","load0","r2",0.694
"2304","6","s2","load0","r2",0.678
"2305","6","s1","load0","r1",0.699
"2306","6","s1","load0","r1",0.766
"2307","6","s2","load0","r2",0.503
"2308","6","s1","load1","r1",0.569
"2309","6","s2","load1","r1",0.69
"2310","6","s2","load1","r1",0.904
"2311","6","s2","load1","r2",0.792
"2312","6","s1","load1","r1",0.661
"2313","6","s2","load1","r2",1.021
"2314","6","s1","load1","r1",1.12
"2315","6","s1","load1","r1",1.634
"2316","6","s1","load1","r2",0.907
"2317","6","s2","load1","r1",0.606
"2318","6","s1","load1","r1",1.033
"2319","6","s1","load1","r1",0.793
"2320","6","s2","load1","r2",1.012
"2321","6","s2","load1","r2",0.885
"2322","6","s1","load1","r1",0.958
"2323","6","s2","load1","r1",0.622
"2324","6","s1","load1","r2",0.695
"2325","6","s1","load1","r2",0.876
"2326","6","s1","load1","r1",0.724
"2327","6","s2","load1","r1",0.707
"2328","6","s1","load1","r1",0.405
"2329","6","s2","load1","r2",0.756
"2330","6","s1","load1","r1",0.771
"2331","6","s1","load1","r1",0.695
"2332","6","s2","load1","r2",0.724
"2333","6","s1","load1","r1",0.732
"2334","6","s1","load1","r1",1.306
"2335","6","s1","load0","r1",0.595
"2336","6","s2","load0","r2",0.649
"2337","6","s2","load0","r2",0.674
"2338","6","s1","load0","r1",0.776
"2339","6","s2","load0","r2",0.57
"2340","6","s1","load0","r1",0.887
"2341","6","s1","load0","r1",1.066
"2342","6","s1","load0","r2",0.644
"2343","6","s2","load0","r1",0.914
"2344","6","s1","load0","r1",0.674
"2345","6","s2","load0","r2",0.573
"2346","6","s1","load0","r1",0.684
"2347","6","s1","load0","r1",0.623
"2348","6","s1","load0","r1",0.539
"2349","6","s1","load0","r1",0.49
"2350","6","s1","load0","r1",0.475
"2351","6","s2","load0","r2",0.821
"2352","6","s2","load0","r1",0.583
"2353","6","s2","load0","r2",0.612
"2354","6","s1","load0","r1",1.025
"2355","6","s1","load0","r1",0.572
"2356","6","s1","load0","r1",0.793
"2357","6","s1","load0","r1",0.63
"2358","6","s1","load0","r2",0.596
"2359","6","s1","load0","r1",0.622
"2360","6","s2","load0","r2",1.115
"2361","6","s1","load0","r1",0.681
"2362","6","s1","load0","r1",0.507
"2363","6","s2","load1","r2",0.649
"2364","6","s1","load1","r1",0.852
"2365","6","s2","load1","r2",0.673
"2366","6","s1","load1","r1",0.58
"2367","6","s1","load1","r2",0.914
"2368","6","s2","load1","r1",0.629
"2369","6","s2","load1","r1",0.862
"2370","6","s2","load1","r2",0.845
"2371","6","s2","load1","r1",0.617
"2372","6","s2","load1","r1",0.759
"2373","6","s1","load1","r1",0.769
"2374","6","s1","load1","r1",0.516
"2375","6","s1","load1","r1",0.854
"2376","6","s2","load1","r1",0.544
"2377","6","s2","load1","r2",0.621
"2378","6","s2","load1","r2",0.988
"2379","6","s2","load1","r2",1.185
"2380","6","s2","load1","r1",0.723
"2381","6","s1","load1","r1",0.99
"2382","6","s1","load1","r1",0.87
"2383","6","s2","load1","r2",0.685
"2384","6","s1","load1","r1",0.741
"2385","6","s1","load1","r1",0.811
"2386","6","s2","load1","r2",0.591
"2387","6","s2","load1","r2",0.891
"2388","6","s2","load1","r1",0.832
"2389","6","s1","load0","r1",0.496
"2390","6","s1","load0","r1",0.603
"2391","6","s1","load0","r1",0.628
"2392","6","s2","load0","r2",0.553
"2393","6","s1","load0","r1",0.52
"2394","6","s2","load0","r2",0.544
"2395","6","s1","load0","r1",0.56
"2396","6","s1","load0","r1",0.718
"2397","6","s1","load0","r1",0.887
"2398","6","s1","load0","r1",0.888
"2399","6","s2","load0","r2",0.897
"2400","6","s1","load0","r1",0.584
"2401","6","s2","load0","r2",0.968
"2402","6","s1","load0","r1",0.294
"2403","6","s1","load0","r1",0.604
"2404","6","s2","load0","r2",0.503
"2405","6","s1","load0","r1",0.516
"2406","6","s1","load0","r1",0.506
"2407","6","s2","load0","r2",0.57
"2408","6","s1","load0","r1",0.615
"2409","6","s2","load0","r1",0.662
"2410","6","s2","load0","r2",0.695
"2411","6","s1","load0","r1",0.566
"2412","6","s2","load0","r2",1.016
"2413","6","s1","load0","r1",0.548
"2414","6","s2","load0","r2",0.725
"2415","6","s2","load1","r2",0.732
"2416","6","s2","load1","r2",0.828
"2417","6","s2","load1","r2",0.782
"2418","6","s1","load1","r1",0.665
"2419","6","s1","load1","r1",0.887
"2420","6","s1","load1","r1",0.687
"2421","6","s1","load1","r1",0.77
"2422","6","s2","load1","r2",0.717
"2423","6","s2","load1","r2",0.861
"2424","6","s1","load1","r1",0.674
"2425","6","s1","load1","r1",0.914
"2426","6","s1","load1","r1",0.899
"2427","6","s2","load1","r2",1.887
"2428","6","s2","load1","r1",0.53
"2429","6","s1","load1","r2",1.228
"2430","6","s1","load1","r1",0.517
"2431","6","s1","load1","r1",0.695
"2432","6","s2","load1","r2",1.394
"2433","6","s2","load1","r2",0.929
"2434","6","s1","load1","r1",0.581
"2435","6","s2","load1","r1",1.193
"2436","6","s2","load1","r2",1.956
"2437","6","s1","load1","r1",1.297
"2438","6","s1","load1","r1",0.514
"2439","6","s1","load1","r1",0.817
"2440","6","s2","load1","r2",0.779
"2441","6","s2","load0","r2",1.123
"2442","6","s2","load0","r2",0.752
"2443","6","s1","load0","r1",0.586
"2444","6","s2","load0","r2",0.774
"2445","6","s1","load0","r1",0.366
"2446","6","s1","load0","r1",0.589
"2447","6","s2","load0","r1",0.312
"2448","6","s2","load0","r2",0.803
"2449","6","s2","load0","r1",0.535
"2450","6","s1","load0","r1",0.605
"2451","6","s1","load0","r1",0.547
"2452","6","s1","load0","r1",1.124
"2453","6","s2","load0","r1",0.615
"2454","7","s1","load0","r2",0.805
"2455","7","s2","load0","r2",0.697
"2456","7","s1","load0","r1",0.96
"2457","7","s1","load0","r1",0.806
"2458","7","s1","load0","r2",1.204
"2459","7","s1","load0","r1",0.977
"2460","7","s2","load0","r2",0.813
"2461","7","s1","load0","r2",1.505
"2462","7","s2","load0","r2",0.801
"2463","7","s1","load0","r2",0.721
"2464","7","s2","load0","r2",1.17
"2465","7","s1","load0","r2",1.312
"2466","7","s2","load0","r2",1.259
"2467","7","s1","load1","r2",0.844
"2468","7","s2","load1","r2",0.868
"2469","7","s1","load1","r2",0.708
"2470","7","s1","load1","r1",1.336
"2471","7","s1","load1","r1",2.233
"2472","7","s2","load1","r2",2.902
"2473","7","s2","load1","r2",0.811
"2474","7","s1","load1","r1",2.533
"2475","7","s2","load1","r2",2.519
"2476","7","s1","load1","r2",0.486
"2477","7","s2","load1","r2",0.757
"2478","7","s1","load1","r1",1.304
"2479","7","s1","load1","r1",0.721
"2480","7","s2","load1","r2",0.823
"2481","7","s1","load1","r2",0.617
"2482","7","s1","load1","r2",1.563
"2483","7","s2","load1","r2",3.973
"2484","7","s1","load1","r2",0.99
"2485","7","s1","load1","r2",0.947
"2486","7","s1","load1","r1",1.02
"2487","7","s2","load1","r2",2.052
"2488","7","s1","load0","r1",1.037
"2489","7","s1","load0","r1",0.991
"2490","7","s1","load0","r1",1.409
"2491","7","s2","load0","r2",0.886
"2492","7","s2","load0","r2",0.881
"2493","7","s2","load0","r2",0.831
"2494","7","s2","load0","r2",0.817
"2495","7","s2","load0","r2",1.29
"2496","7","s2","load0","r2",0.549
"2497","7","s2","load0","r2",1.524
"2498","7","s1","load0","r1",0.976
"2499","7","s1","load0","r1",0.88
"2500","7","s1","load0","r1",0.86
"2501","7","s1","load0","r1",0.929
"2502","7","s2","load0","r2",0.688
"2503","7","s1","load0","r1",0.569
"2504","7","s2","load0","r2",1.077
"2505","7","s1","load0","r1",0.783
"2506","7","s1","load0","r2",3.325
"2507","7","s2","load0","r2",1.5
"2508","7","s2","load0","r2",0.857
"2509","7","s2","load0","r2",1.215
"2510","7","s1","load0","r1",0.773
"2511","7","s1","load0","r1",2.385
"2512","7","s1","load0","r1",0.85
"2513","7","s2","load0","r2",0.667
"2514","7","s1","load1","r1",1.229
"2515","7","s1","load1","r2",1.462
"2516","7","s1","load1","r2",1.959
"2517","7","s1","load1","r1",0.794
"2518","7","s2","load1","r2",0.479
"2519","7","s2","load1","r1",1.048
"2520","7","s1","load1","r1",1.725
"2521","7","s1","load1","r1",0.994
"2522","7","s1","load1","r1",1.229
"2523","7","s1","load1","r1",1.614
"2524","7","s2","load1","r2",1.029
"2525","7","s2","load1","r2",1.435
"2526","7","s2","load1","r2",1.492
"2527","7","s2","load1","r2",1.359
"2528","7","s2","load1","r2",1.567
"2529","7","s2","load1","r2",2.501
"2530","7","s1","load1","r1",0.555
"2531","7","s2","load1","r1",0.347
"2532","7","s2","load1","r1",0.965
"2533","7","s1","load1","r1",0.931
"2534","7","s2","load1","r1",1.218
"2535","7","s2","load1","r2",1.326
"2536","7","s2","load1","r2",0.756
"2537","7","s1","load1","r1",0.892
"2538","7","s2","load0","r2",0.941
"2539","7","s1","load0","r1",0.627
"2540","7","s1","load0","r1",0.648
"2541","7","s2","load0","r1",0.81
"2542","7","s1","load0","r1",0.789
"2543","7","s1","load0","r1",0.79
"2544","7","s1","load0","r1",1.074
"2545","7","s1","load0","r1",0.761
"2546","7","s1","load0","r1",0.946
"2547","7","s2","load0","r2",0.939
"2548","7","s2","load0","r2",1.095
"2549","7","s2","load0","r2",0.915
"2550","7","s1","load0","r1",0.631
"2551","7","s2","load0","r1",1.436
"2552","7","s2","load0","r1",0.604
"2553","7","s1","load0","r1",1.384
"2554","7","s2","load0","r1",1.1
"2555","7","s1","load0","r1",0.84
"2556","7","s1","load0","r1",1.095
"2557","7","s1","load0","r1",2.167
"2558","7","s2","load0","r2",0.814
"2559","7","s1","load0","r1",0.794
"2560","7","s2","load0","r2",1.153
"2561","7","s1","load0","r1",0.776
"2562","7","s1","load1","r1",1.347
"2563","7","s2","load1","r1",0.885
"2564","7","s2","load1","r2",0.812
"2565","7","s1","load1","r1",2.857
"2566","7","s2","load1","r2",3.091
"2567","7","s1","load1","r1",0.693
"2568","7","s1","load1","r1",1.749
"2569","7","s1","load1","r1",0.895
"2570","7","s2","load1","r2",0.57
"2571","7","s1","load1","r1",0.682
"2572","7","s2","load1","r2",0.99
"2573","7","s1","load1","r1",0.928
"2574","7","s2","load1","r1",1.297
"2575","7","s2","load1","r2",0.884
"2576","7","s2","load1","r1",1.745
"2577","7","s2","load1","r1",0.926
"2578","7","s2","load1","r1",1.552
"2579","7","s1","load1","r2",1.831
"2580","7","s2","load1","r1",1.905
"2581","7","s2","load1","r2",1.12
"2582","7","s2","load1","r1",1.556
"2583","7","s1","load1","r1",2.749
"2584","7","s2","load1","r1",2.767
"2585","7","s1","load1","r2",1.747
"2586","7","s1","load1","r1",0.822
"2587","7","s2","load0","r2",1.136
"2588","7","s1","load0","r1",0.889
"2589","7","s2","load0","r1",1.159
"2590","7","s1","load0","r2",1.226
"2591","7","s2","load0","r2",3.238
"2592","7","s2","load0","r2",1.293
"2593","7","s2","load0","r2",1.131
"2594","7","s1","load0","r1",0.831
"2595","7","s1","load0","r1",2.307
"2596","7","s1","load0","r1",1.515
"2597","7","s1","load0","r1",0.83
"2598","7","s1","load0","r1",0.94
"2599","7","s2","load0","r1",0.971
"2600","7","s1","load0","r1",0.523
"2601","7","s2","load0","r1",0.808
"2602","7","s1","load0","r1",1.255
"2603","7","s1","load0","r1",0.663
"2604","7","s2","load0","r1",1.183
"2605","7","s2","load0","r1",0.83
"2606","7","s2","load0","r2",0.787
"2607","7","s1","load0","r1",0.733
"2608","7","s1","load0","r1",0.963
"2609","7","s1","load0","r1",0.71
"2610","7","s2","load0","r2",0.758
"2611","7","s2","load0","r2",1.312
"2612","7","s2","load1","r1",0.897
"2613","7","s1","load1","r1",1.308
"2614","7","s1","load1","r1",0.934
"2615","7","s1","load1","r1",0.612
"2616","7","s1","load1","r1",1.932
"2617","7","s1","load1","r1",1.973
"2618","7","s2","load1","r1",0.647
"2619","7","s2","load1","r1",0.661
"2620","7","s1","load1","r1",1.335
"2621","7","s2","load1","r2",1.05
"2622","7","s2","load1","r2",1.852
"2623","7","s1","load1","r1",1.401
"2624","7","s1","load1","r1",0.676
"2625","7","s2","load1","r1",0.706
"2626","7","s1","load1","r1",0.373
"2627","7","s1","load1","r1",0.522
"2628","7","s1","load1","r1",0.924
"2629","7","s2","load1","r2",1.674
"2630","7","s1","load1","r1",1.472
"2631","7","s1","load1","r1",1.121
"2632","7","s2","load1","r2",1.292
"2633","7","s2","load1","r2",1.527
"2634","7","s1","load1","r1",1.28
"2635","7","s2","load1","r2",1.135
"2636","7","s1","load1","r1",1.375
"2637","7","s1","load1","r2",1.93
"2638","7","s1","load0","r1",1.18
"2639","7","s1","load0","r1",0.926
"2640","7","s2","load0","r2",1.041
"2641","7","s2","load0","r2",1.804
"2642","7","s1","load0","r1",2.125
"2643","7","s2","load0","r2",0.785
"2644","7","s1","load0","r2",1.628
"2645","7","s1","load0","r1",1.202
"2646","7","s1","load0","r1",0.818
"2647","7","s2","load0","r1",0.799
"2648","7","s1","load0","r1",1.158
"2649","7","s1","load0","r1",1.145
"2650","7","s2","load0","r2",0.778
"2651","7","s2","load0","r2",0.553
"2652","7","s2","load0","r2",0.678
"2653","7","s2","load0","r2",0.701
"2654","7","s1","load0","r2",0.676
"2655","7","s1","load0","r1",1.016
"2656","7","s1","load0","r1",1.004
"2657","7","s1","load0","r2",1.923
"2658","7","s1","load0","r2",1.751
"2659","7","s2","load0","r2",0.902
"2660","7","s2","load0","r2",1.35
"2661","7","s1","load0","r2",0.973
"2662","7","s2","load0","r2",1.172
"2663","7","s1","load0","r2",1.808
"2664","7","s1","load1","r2",1.131
"2665","7","s1","load1","r1",2.185
"2666","7","s2","load1","r1",1.989
"2667","7","s1","load1","r2",2.03
"2668","7","s1","load1","r2",1.358
"2669","7","s2","load1","r2",2.075
"2670","7","s2","load1","r2",2.034
"2671","7","s2","load1","r1",0.996
"2672","7","s1","load1","r1",1.684
"2673","7","s2","load1","r2",1.354
