"","s","S","F","R","RT"
"4818","13","s1","load1","r2",1.074
"4819","13","s1","load1","r1",0.898
"4820","13","s2","load1","r1",0.902
"4821","13","s2","load1","r2",1.378
"4822","13","s2","load1","r1",1.129
"4823","13","s2","load1","r2",1.105
"4824","13","s1","load1","r1",1.187
"4825","13","s2","load0","r1",0.737
"4826","13","s1","load0","r2",1.264
"4827","13","s2","load0","r2",0.935
"4828","13","s1","load0","r2",1.264
"4829","13","s2","load0","r2",0.935
"4830","13","s1","load1","r2",1.19
"4831","13","s1","load1","r2",0.796
"4832","13","s2","load1","r2",1.262
"4833","13","s1","load1","r2",1.19
"4834","13","s1","load1","r2",0.796
"4835","13","s2","load1","r2",1.262
"4836","13","s2","load1","r2",1.538
"4837","13","s2","load0","r1",0.616
"4838","13","s1","load0","r1",0.712
"4839","13","s1","load0","r1",0.927
"4840","13","s1","load0","r1",0.687
"4841","13","s2","load0","r1",0.765
"4842","13","s1","load0","r1",1.536
"4843","13","s1","load0","r1",1.286
"4844","13","s2","load0","r1",1.489
"4845","13","s1","load0","r1",0.927
"4846","13","s1","load0","r1",0.687
"4847","13","s2","load0","r1",0.765
"4848","13","s1","load0","r1",1.536
"4849","13","s1","load0","r1",0.957
"4850","13","s1","load0","r2",0.777
"4851","13","s1","load0","r1",1.269
"4852","13","s2","load1","r2",0.765
"4853","13","s2","load1","r2",0.872
"4854","13","s2","load1","r2",0.859
"4855","13","s1","load1","r2",0.884
"4856","13","s1","load1","r2",1.126
"4857","13","s1","load1","r2",1.01
"4858","13","s2","load1","r2",0.872
"4859","13","s2","load1","r2",0.859
"4860","13","s1","load1","r1",0.798
"4861","13","s1","load1","r2",0.884
"4862","13","s1","load1","r2",1.126
"4863","13","s1","load1","r2",1.01
"4864","13","s2","load1","r2",0.872
"4865","13","s2","load1","r2",1.381
"4866","13","s1","load1","r2",1.889
"4867","13","s2","load1","r1",0.653
"4868","13","s2","load1","r1",0.777
"4869","13","s1","load1","r2",0.949
"4870","13","s2","load1","r1",1.282
"4871","13","s1","load1","r1",0.89
"4872","13","s1","load1","r1",0.907
"4873","13","s2","load1","r1",0.777
"4874","13","s1","load1","r2",0.949
"4875","13","s2","load1","r1",1.282
"4876","13","s1","load1","r1",0.89
"4877","13","s1","load1","r1",0.907
"4878","13","s1","load0","r2",1.168
"4879","13","s2","load0","r2",0.889
"4880","13","s2","load0","r1",0.811
"4881","13","s2","load0","r1",0.894
"4882","13","s1","load0","r1",1.019
"4883","13","s1","load0","r1",1.165
"4884","13","s1","load0","r1",0.889
"4885","13","s1","load0","r2",1.39
"4886","13","s2","load0","r1",0.894
"4887","13","s1","load0","r1",1.019
"4888","13","s1","load0","r1",0.828
"4889","13","s2","load0","r1",0.894
"4890","13","s1","load0","r1",1.019
"4891","13","s1","load0","r2",0.646
"4892","13","s1","load0","r2",0.589
"4893","13","s2","load0","r2",0.75
"4894","13","s2","load0","r1",0.822
"4895","13","s2","load0","r1",0.715
"4896","13","s2","load0","r2",0.584
"4897","13","s1","load0","r2",0.949
"4898","13","s2","load0","r1",0.619
"4899","13","s1","load0","r2",1.454
"4900","13","s2","load0","r1",0.839
"4901","13","s2","load0","r2",0.584
"4902","13","s1","load0","r2",0.949
"4903","13","s2","load0","r1",0.619
"4904","13","s2","load0","r2",0.962
"4905","13","s2","load1","r2",1.248
"4906","13","s1","load1","r1",1.034
"4907","13","s2","load1","r1",0.794
"4908","13","s1","load1","r2",0.705
"4909","13","s1","load1","r2",0.859
"4910","13","s1","load1","r1",0.769
"4911","13","s2","load1","r1",0.609
"4912","13","s1","load1","r2",0.859
"4913","13","s1","load1","r2",0.651
"4914","13","s2","load1","r2",1.189
"4915","13","s1","load1","r1",0.769
"4916","13","s2","load1","r1",0.609
"4917","13","s2","load1","r1",0.659
"4918","13","s2","load1","r2",0.736
"4919","13","s2","load1","r1",0.773
"4920","13","s2","load1","r2",1.005
"4921","13","s2","load1","r2",0.994
"4922","13","s1","load1","r1",1.183
"4923","13","s2","load1","r2",1.099
"4924","13","s1","load1","r2",1.77
"4925","13","s1","load1","r2",0.983
"4926","13","s1","load1","r2",1.109
"4927","13","s1","load1","r2",0.982
"4928","13","s1","load1","r2",0.983
"4929","13","s1","load1","r2",1.109
"4930","13","s1","load1","r1",1.183
"4931","13","s2","load1","r2",1.099
"4932","13","s1","load1","r2",1.77
"4933","13","s2","load0","r2",0.991
"4934","13","s1","load0","r2",0.667
"4935","13","s1","load0","r2",0.797
"4936","13","s1","load0","r2",0.929
"4937","13","s2","load0","r2",0.697
"4938","13","s2","load0","r2",1.122
"4939","13","s2","load0","r2",1.002
"4940","13","s2","load0","r1",0.673
"4941","13","s1","load0","r2",0.797
"4942","13","s1","load0","r2",0.929
"4943","13","s2","load0","r2",0.697
"4944","13","s2","load0","r2",1.122
"4945","13","s1","load0","r2",1.023
"4946","13","s1","load0","r2",1.241
"4947","13","s2","load0","r2",0.964
"4948","13","s2","load0","r2",1.014
"4949","13","s2","load0","r2",0.923
"4950","13","s2","load0","r2",1.204
"4951","13","s2","load0","r2",1.014
"4952","13","s2","load0","r2",0.923
"4953","13","s2","load0","r2",1.204
"4954","13","s1","load0","r1",1.367
"4955","13","s1","load0","r1",0.774
"4956","13","s1","load0","r1",1.114
"4957","13","s2","load0","r2",1.275
"4958","13","s1","load0","r2",1.44
"4959","13","s2","load1","r2",1.005
"4960","13","s2","load1","r2",0.96
"4961","13","s2","load1","r2",0.824
"4962","13","s1","load1","r1",1.285
"4963","13","s2","load1","r2",1.026
"4964","13","s1","load1","r2",1.14
"4965","13","s2","load1","r2",1.005
"4966","13","s2","load1","r2",0.96
"4967","13","s2","load1","r2",0.824
"4968","13","s1","load1","r1",1.285
"4969","13","s2","load1","r2",1.026
"4970","13","s1","load1","r2",1.14
"4971","13","s2","load1","r2",1.078
"4972","13","s1","load1","r2",0.857
"4973","13","s1","load1","r2",1.392
"4974","13","s2","load1","r2",1.145
"4975","13","s2","load1","r2",1.008
"4976","13","s2","load1","r1",1.293
"4977","13","s2","load1","r2",1.502
"4978","13","s1","load1","r2",1.361
"4979","13","s1","load1","r2",1.227
"4980","13","s2","load1","r2",0.891
"4981","13","s1","load1","r2",1.693
"4982","13","s1","load1","r1",0.927
"4983","13","s1","load1","r1",1.283
"4984","13","s1","load1","r2",1.693
"4985","13","s1","load1","r1",0.927
"4986","13","s1","load1","r1",1.283
"4987","13","s1","load0","r2",1.052
"4988","13","s2","load0","r2",1.068
"4989","13","s2","load0","r2",0.973
"4990","13","s1","load0","r2",1.064
"4991","13","s2","load0","r2",1.161
"4992","13","s1","load0","r1",0.727
"4993","13","s1","load0","r1",1.095
"4994","13","s1","load0","r2",1.217
"4995","13","s1","load0","r2",0.967
"4996","13","s1","load0","r2",0.884
"4997","13","s2","load0","r2",0.984
"4998","13","s1","load0","r2",0.897
"4999","13","s2","load0","r2",0.973
"5000","13","s2","load0","r1",0.88
"5001","13","s1","load0","r1",1.095
"5002","13","s1","load0","r2",1.217
"5003","13","s1","load0","r2",0.967
"5004","13","s1","load0","r2",0.884
"5005","13","s2","load0","r2",0.984
"5006","13","s1","load0","r2",0.897
"5007","13","s2","load0","r2",0.973
"5008","13","s2","load0","r2",1.186
"5009","13","s1","load0","r1",0.912
"5010","13","s2","load0","r2",1.728
"5011","13","s2","load0","r2",1.106
"5012","13","s1","load0","r1",0.835
"5013","13","s2","load0","r1",1.486
"5014","13","s2","load0","r2",1.691
"5015","13","s2","load0","r2",1.677
"5016","13","s1","load0","r1",1.241
"5017","13","s1","load0","r2",1.16
"5018","13","s1","load0","r2",1.367
"5019","13","s1","load0","r1",1.229
"5020","13","s1","load0","r1",1.188
"5021","13","s1","load1","r2",1.465
"5022","13","s2","load1","r2",0.922
"5023","13","s2","load1","r1",1.112
"5024","13","s2","load1","r2",0.973
"5025","13","s2","load1","r2",0.715
"5026","13","s1","load1","r1",1.103
"5027","13","s1","load1","r2",0.995
"5028","13","s1","load1","r1",0.968
"5029","13","s2","load1","r1",0.947
"5030","13","s2","load1","r1",1.068
"5031","13","s1","load1","r2",1.626
