"","s","S","F","R","RT","congruent","OverallAcc","WMC"
"43501","42","s2","A","r2",0.373,"0",1,"H"
"43502","42","s2","A","r2",0.447,"0",1,"H"
"43503","42","s2","A","r2",0.359,"1",1,"H"
"43504","42","s1","A","r1",0.371,"1",1,"H"
"43505","42","s2","A","r2",0.35,"1",1,"H"
"43506","42","s1","A","r1",0.442,"0",1,"H"
"43507","42","s2","A","r2",0.483,"0",1,"H"
"43508","42","s1","A","r1",0.378,"0",1,"H"
"43509","42","s2","A","r2",0.5,"0",1,"H"
"43510","42","s1","A","r1",0.346,"1",1,"H"
"43511","42","s2","A","r2",0.343,"1",1,"H"
"43512","42","s2","A","r2",0.435,"1",1,"H"
"43513","42","s1","A","r1",0.539,"1",1,"H"
"43514","42","s2","A","r2",0.384,"1",1,"H"
"43515","42","s1","A","r1",0.379,"1",1,"H"
"43516","42","s1","A","r1",0.294,"1",1,"H"
"43517","42","s1","A","r1",0.34,"1",1,"H"
"43518","42","s2","A","r2",0.369,"0",1,"H"
"43519","42","s2","A","r2",0.413,"1",1,"H"
"43520","42","s2","A","r2",0.374,"1",1,"H"
"43521","42","s1","A","r1",0.401,"1",1,"H"
"43522","42","s2","A","r1",0.331,"1",0,"H"
"43523","42","s1","A","r1",0.36,"1",1,"H"
"43524","42","s1","A","r1",0.404,"0",1,"H"
"43525","42","s2","A","r1",0.334,"0",0,"H"
"43526","42","s1","A","r1",0.459,"0",1,"H"
"43527","42","s1","A","r1",0.451,"0",1,"H"
"43528","42","s2","A","r2",0.379,"1",1,"H"
"43529","42","s2","A","r2",0.405,"1",1,"H"
"43530","42","s1","A","r1",0.431,"1",1,"H"
"43531","42","s1","A","r1",0.296,"1",1,"H"
"43532","42","s2","A","r2",0.358,"1",1,"H"
"43533","42","s1","A","r1",0.339,"1",1,"H"
"43534","42","s2","A","r2",0.368,"1",1,"H"
"43535","42","s1","A","r1",0.331,"1",1,"H"
"43536","42","s2","A","r1",0.36,"1",0,"H"
"43537","42","s2","A","r2",0.404,"1",1,"H"
"43538","42","s1","A","r1",0.366,"1",1,"H"
"43539","42","s2","A","r2",0.346,"0",1,"H"
"43540","42","s2","A","r2",0.406,"1",1,"H"
"43541","42","s2","A","r2",0.336,"1",1,"H"
"43542","42","s2","A","r2",0.301,"1",1,"H"
"43543","42","s2","A","r2",0.364,"1",1,"H"
"43544","42","s2","A","r2",0.376,"1",1,"H"
"43545","42","s2","A","r2",0.307,"1",1,"H"
"43546","42","s1","A","r2",0.225,"0",0,"H"
"43547","42","s1","A","r1",0.419,"1",1,"H"
"43548","42","s2","A","r2",0.621,"1",1,"H"
"43549","42","s1","A","r1",0.524,"1",1,"H"
"43550","42","s2","A","r2",0.37,"1",1,"H"
"43551","42","s1","A","r1",0.349,"1",1,"H"
"43552","42","s1","A","r2",0.329,"1",0,"H"
"43553","42","s2","A","r2",0.406,"1",1,"H"
"43554","42","s1","A","r1",0.513,"0",1,"H"
"43555","42","s1","A","r1",0.342,"1",1,"H"
"43556","42","s1","A","r1",0.339,"1",1,"H"
"43557","42","s1","A","r1",0.304,"1",1,"H"
"43558","42","s2","A","r2",0.382,"1",1,"H"
"43559","42","s2","A","r1",0.377,"0",0,"H"
"43560","42","s2","A","r2",0.34,"1",1,"H"
"43561","42","s2","A","r2",0.289,"1",1,"H"
"43562","42","s1","A","r1",0.529,"0",1,"H"
"43563","42","s2","A","r2",0.405,"1",1,"H"
"43564","42","s2","A","r2",0.383,"1",1,"H"
"43565","42","s1","A","r1",0.442,"0",1,"H"
"43566","42","s2","A","r2",0.467,"0",1,"H"
"43567","42","s1","A","r1",0.49,"1",1,"H"
"43568","42","s2","A","r2",0.353,"1",1,"H"
"43569","42","s1","A","r1",0.445,"1",1,"H"
"43570","42","s1","A","r1",0.501,"1",1,"H"
"43571","42","s2","A","r2",0.523,"0",1,"H"
"43572","42","s1","A","r1",0.464,"0",1,"H"
"43573","42","s2","A","r2",0.551,"0",1,"H"
"43574","42","s2","A","r2",0.347,"1",1,"H"
"43575","42","s1","A","r1",0.359,"1",1,"H"
"43576","42","s1","A","r1",0.339,"1",1,"H"
"43577","42","s1","A","r1",0.352,"1",1,"H"
"43578","42","s1","A","r1",0.541,"0",1,"H"
"43579","42","s1","A","r1",0.497,"0",1,"H"
"43580","42","s2","A","r2",0.631,"1",1,"H"
"43581","42","s2","S","r2",0.535,"1",1,"H"
"43582","42","s1","S","r2",0.299,"1",0,"H"
"43583","42","s1","S","r1",0.33,"1",1,"H"
"43584","42","s1","S","r1",0.311,"1",1,"H"
"43585","42","s2","S","r2",0.357,"1",1,"H"
"43586","42","s2","S","r2",0.288,"1",1,"H"
"43587","42","s2","S","r2",0.303,"1",1,"H"
"43588","42","s2","S","r2",0.27,"1",1,"H"
"43589","42","s1","S","r1",0.35,"1",1,"H"
"43590","42","s2","S","r2",0.346,"1",1,"H"
"43591","42","s2","S","r2",0.294,"1",1,"H"
"43592","42","s1","S","r1",0.389,"1",1,"H"
"43593","42","s2","S","r2",0.415,"0",1,"H"
"43594","42","s1","S","r1",0.312,"1",1,"H"
"43595","42","s2","S","r2",0.422,"1",1,"H"
"43596","42","s2","S","r2",0.351,"1",1,"H"
"43597","42","s1","S","r1",0.347,"1",1,"H"
"43598","42","s2","S","r2",0.408,"1",1,"H"
"43599","42","s2","S","r2",0.337,"1",1,"H"
"43600","42","s2","S","r2",0.302,"1",1,"H"
"43601","42","s2","S","r1",0.413,"0",0,"H"
"43602","42","s1","S","r1",0.342,"1",1,"H"
"43603","42","s2","S","r2",0.29,"1",1,"H"
"43604","42","s1","S","r2",0.272,"1",0,"H"
"43605","42","s2","S","r2",0.288,"1",1,"H"
"43606","42","s2","S","r1",0.415,"0",0,"H"
"43607","42","s2","S","r2",0.361,"1",1,"H"
"43608","42","s1","S","r1",0.308,"1",1,"H"
"43609","42","s1","S","r1",0.306,"1",1,"H"
"43610","42","s2","S","r1",0.353,"0",0,"H"
"43611","42","s2","S","r2",0.525,"0",1,"H"
"43612","42","s2","S","r2",0.322,"1",1,"H"
"43613","42","s1","S","r2",0.272,"0",0,"H"
"43614","42","s2","S","r2",0.4,"1",1,"H"
"43615","42","s2","S","r2",0.33,"1",1,"H"
"43616","42","s1","S","r1",0.391,"1",1,"H"
"43617","42","s2","S","r2",0.29,"1",1,"H"
"43618","42","s2","S","r2",0.257,"0",1,"H"
"43619","42","s1","S","r1",0.402,"1",1,"H"
"43620","42","s1","S","r2",0.284,"1",0,"H"
"43621","42","s2","S","r2",0.412,"0",1,"H"
"43622","42","s1","S","r1",0.373,"1",1,"H"
"43623","42","s1","S","r1",0.321,"1",1,"H"
"43624","42","s2","S","r2",0.318,"1",1,"H"
"43625","42","s1","S","r1",0.332,"1",1,"H"
"43626","42","s2","S","r2",0.361,"1",1,"H"
"43627","42","s2","S","r2",0.261,"1",1,"H"
"43628","42","s1","S","r1",0.421,"1",1,"H"
"43629","42","s2","S","r2",0.43,"0",1,"H"
"43630","42","s1","S","r1",0.327,"1",1,"H"
"43631","42","s2","S","r2",0.308,"1",1,"H"
"43632","42","s2","S","r2",0.339,"0",1,"H"
"43633","42","s2","S","r2",0.32,"1",1,"H"
"43634","42","s2","S","r1",0.398,"0",0,"H"
"43635","42","s2","S","r2",0.312,"1",1,"H"
"43636","42","s2","S","r2",0.326,"0",1,"H"
"43637","42","s1","S","r1",0.579,"1",1,"H"
"43638","42","s1","S","r1",0.342,"1",1,"H"
"43639","42","s1","S","r1",0.355,"1",1,"H"
"43640","42","s1","S","r1",0.335,"1",1,"H"
"43641","42","s1","S","r1",0.332,"1",1,"H"
"43642","42","s2","S","r2",0.488,"1",1,"H"
"43643","42","s2","S","r2",0.239,"1",1,"H"
"43644","42","s1","S","r1",0.432,"1",1,"H"
"43645","42","s2","S","r2",0.329,"1",1,"H"
"43646","42","s1","S","r1",0.422,"0",1,"H"
"43647","42","s1","S","r2",0.335,"1",0,"H"
"43648","42","s1","S","r1",0.461,"0",1,"H"
"43649","42","s1","S","r1",0.372,"1",1,"H"
"43650","42","s1","S","r2",0.287,"1",0,"H"
"43651","42","s2","S","r2",0.255,"1",1,"H"
"43652","42","s2","S","r2",0.287,"1",1,"H"
"43653","42","s1","S","r2",0.319,"0",0,"H"
"43654","42","s1","S","r1",0.396,"1",1,"H"
"43655","42","s1","S","r1",0.343,"0",1,"H"
"43656","42","s1","S","r1",0.34,"0",1,"H"
"43657","42","s2","S","r2",0.385,"1",1,"H"
"43658","42","s2","S","r2",0.3,"1",1,"H"
"43659","42","s1","S","r1",0.378,"1",1,"H"
"43660","42","s2","S","r2",0.389,"1",1,"H"
"43661","42","s1","S","r1",0.352,"1",1,"H"
"43662","42","s2","S","r2",0.364,"0",1,"H"
"43663","42","s1","S","r2",0.312,"0",0,"H"
"43664","42","s1","S","r2",0.294,"0",0,"H"
"43665","42","s1","S","r1",0.34,"1",1,"H"
"43666","42","s2","S","r2",0.337,"1",1,"H"
"43667","42","s1","S","r2",0.287,"1",0,"H"
"43668","42","s2","S","r2",0.318,"1",1,"H"
"43669","42","s1","S","r1",0.364,"1",1,"H"
"43670","42","s1","S","r1",0.471,"1",1,"H"
"43671","42","s2","S","r1",0.318,"1",0,"H"
"43672","42","s2","S","r2",0.316,"1",1,"H"
"43673","42","s1","S","r1",0.458,"1",1,"H"
"43674","42","s1","S","r1",0.482,"1",1,"H"
"43675","42","s1","S","r1",0.377,"1",1,"H"
"43676","42","s1","S","r1",0.34,"1",1,"H"
"43677","42","s1","S","r2",0.401,"0",0,"H"
"43678","42","s1","S","r1",0.476,"1",1,"H"
"43679","42","s1","S","r1",0.354,"1",1,"H"
"43680","42","s2","S","r1",0.35,"1",0,"H"
"43681","42","s1","S","r1",0.882,"1",1,"H"
"43682","42","s2","S","r2",0.455,"0",1,"H"
"43683","42","s1","S","r1",0.319,"1",1,"H"
"43684","42","s2","S","r2",0.317,"1",1,"H"
"43685","42","s2","S","r2",0.299,"1",1,"H"
"43686","42","s1","S","r2",0.282,"0",0,"H"
"43687","42","s2","S","r2",0.313,"1",1,"H"
"43688","42","s1","S","r1",0.359,"1",1,"H"
"43689","42","s1","S","r1",0.37,"1",1,"H"
"43690","42","s1","S","r1",0.318,"1",1,"H"
"43691","42","s2","S","r2",0.524,"0",1,"H"
"43692","42","s1","S","r1",0.384,"1",1,"H"
"43693","42","s1","S","r2",0.427,"0",0,"H"
"43694","42","s2","S","r2",0.276,"1",1,"H"
"43695","42","s2","S","r2",0.307,"0",1,"H"
"43696","42","s1","S","r1",0.337,"1",1,"H"
"43697","42","s2","S","r2",0.398,"0",1,"H"
"43698","42","s2","S","r2",0.472,"0",1,"H"
"43699","42","s1","S","r1",0.623,"0",1,"H"
"43700","42","s2","S","r2",0.352,"1",1,"H"
"43701","42","s2","S","r2",0.428,"0",1,"H"
"43702","42","s2","S","r2",0.421,"0",1,"H"
"43703","42","s2","S","r2",0.319,"1",1,"H"
"43704","42","s2","S","r2",0.3,"1",1,"H"
"43705","42","s1","S","r1",0.459,"1",1,"H"
"43706","42","s2","S","r2",0.402,"0",1,"H"
"43707","42","s2","S","r2",0.332,"1",1,"H"
"43708","42","s1","S","r1",0.361,"1",1,"H"
"43709","42","s1","S","r1",0.341,"1",1,"H"
"43710","42","s1","S","r1",0.321,"1",1,"H"
"43711","42","s1","S","r1",0.431,"1",1,"H"
"43712","42","s2","S","r2",0.36,"1",1,"H"
"43713","42","s1","S","r1",0.323,"1",1,"H"
"43714","42","s2","S","r2",0.369,"1",1,"H"
"43715","42","s2","S","r2",0.413,"1",1,"H"
"43716","42","s2","S","r2",0.39,"1",1,"H"
"43717","42","s2","S","r2",0.417,"0",1,"H"
"43718","42","s2","S","r2",0.347,"1",1,"H"
"43719","42","s1","S","r1",0.519,"0",1,"H"
"43720","42","s1","S","r1",0.428,"1",1,"H"
"43721","42","s1","S","r2",0.309,"1",0,"H"
"43722","42","s1","S","r1",0.483,"0",1,"H"
"43723","42","s1","S","r2",0.346,"0",0,"H"
"43724","42","s1","S","r1",0.374,"1",1,"H"
"43725","42","s2","S","r2",0.37,"1",1,"H"
"43726","42","s2","S","r2",0.349,"1",1,"H"
"43727","42","s1","S","r2",0.362,"0",0,"H"
"43728","42","s2","S","r2",0.389,"1",1,"H"
"43729","42","s2","S","r2",0.544,"0",1,"H"
"43730","42","s2","S","r2",0.404,"1",1,"H"
"43731","42","s1","S","r1",0.366,"1",1,"H"
"43732","42","s1","S","r1",0.314,"1",1,"H"
"43733","42","s1","S","r1",0.264,"1",1,"H"
"43734","42","s2","S","r1",0.296,"0",0,"H"
"43735","42","s2","S","r2",0.47,"0",1,"H"
"43736","42","s2","S","r2",0.333,"1",1,"H"
"43737","42","s1","S","r2",0.33,"1",0,"H"
"43738","42","s2","S","r2",0.343,"1",1,"H"
"43739","42","s1","S","r1",0.388,"1",1,"H"
"43740","42","s1","S","r1",0.335,"1",1,"H"
"43741","42","s1","S","r1",0.332,"1",1,"H"
"43742","42","s2","S","r2",0.425,"0",1,"H"
"43743","42","s2","S","r2",0.402,"1",1,"H"
"43744","42","s2","S","r2",0.349,"1",1,"H"
"43745","42","s1","S","r2",0.313,"1",0,"H"
"43746","42","s1","S","r2",0.311,"0",0,"H"
"43747","42","s1","S","r1",0.308,"1",1,"H"
"43748","42","s1","S","r1",0.322,"0",1,"H"
"43749","42","s1","S","r1",0.352,"1",1,"H"
"43750","42","s1","S","r1",0.316,"1",1,"H"
"43751","42","s1","S","r1",0.282,"1",1,"H"
"43752","42","s2","S","r2",0.505,"1",1,"H"
"43753","42","s2","S","r2",0.495,"0",1,"H"
"43754","42","s1","S","r2",0.293,"0",0,"H"
"43755","42","s2","S","r2",0.467,"1",1,"H"
"43756","42","s1","S","r1",0.331,"0",1,"H"
"43757","42","s2","S","r2",0.504,"0",1,"H"
"43758","42","s2","S","r2",0.302,"0",1,"H"
"43759","42","s1","S","r1",0.38,"1",1,"H"
"43760","42","s2","S","r2",0.375,"1",1,"H"
"43761","42","s2","S","r2",0.275,"1",1,"H"
"43762","42","s2","S","r2",0.355,"0",1,"H"
"43763","42","s2","S","r2",0.367,"1",1,"H"
"43764","42","s1","S","r1",0.395,"1",1,"H"
"43765","42","s2","S","r2",0.277,"1",1,"H"
"43766","42","s2","S","r2",0.356,"1",1,"H"
"43767","42","s1","S","r1",0.352,"1",1,"H"
"43768","42","s1","S","r1",0.349,"1",1,"H"
"43769","42","s1","S","r2",0.297,"1",0,"H"
"43770","42","s1","S","r1",0.424,"1",1,"H"
"43771","42","s2","S","r2",0.449,"0",1,"H"
"43772","42","s2","S","r2",0.329,"1",1,"H"
"43773","42","s1","S","r1",0.374,"1",1,"H"
"43774","42","s1","S","r1",0.322,"1",1,"H"
"43775","42","s1","S","r1",0.32,"1",1,"H"
"43776","42","s1","S","r1",0.269,"0",1,"H"
"43777","42","s1","S","r2",0.349,"0",0,"H"
"43778","42","s2","S","r2",0.346,"1",1,"H"
"43779","42","s1","S","r1",0.422,"0",1,"H"
"43780","42","s2","S","r2",0.304,"1",1,"H"
"43781","42","s1","S","r1",0.418,"1",1,"H"
"43782","42","s2","S","r2",0.396,"1",1,"H"
"43783","42","s1","S","r2",0.278,"1",0,"H"
"43784","42","s2","S","r2",0.469,"0",1,"H"
"43785","42","s1","S","r1",0.3,"1",1,"H"
"43786","42","s1","S","r2",0.315,"0",0,"H"
"43787","42","s1","S","r1",0.361,"1",1,"H"
"43788","42","s1","S","r1",0.372,"1",1,"H"
"43789","42","s1","S","r1",0.367,"1",1,"H"
"43790","42","s1","S","r1",0.347,"1",1,"H"
"43791","42","s1","S","r1",0.311,"1",1,"H"
"43792","42","s2","S","r1",0.309,"1",0,"H"
"43793","42","s1","S","r2",0.355,"0",0,"H"
"43794","42","s2","S","r1",0.335,"0",0,"H"
"43795","42","s2","S","r2",0.428,"0",1,"H"
"43796","42","s1","S","r1",0.357,"1",1,"H"
"43797","42","s1","S","r1",0.321,"1",1,"H"
"43798","42","s2","S","r1",0.479,"1",0,"H"
"43799","42","s2","S","r2",0.373,"0",1,"H"
"43800","42","s1","S","r1",0.368,"1",1,"H"
"43801","42","s1","S","r2",0.364,"0",0,"H"
"43802","42","s2","S","r2",0.279,"1",1,"H"
"43803","42","s2","S","r1",0.326,"0",0,"H"
"43804","42","s2","S","r2",0.324,"1",1,"H"
"43805","42","s2","S","r2",0.305,"1",1,"H"
"43806","42","s2","S","r2",0.223,"1",1,"H"
"43807","42","s2","S","r2",0.273,"1",1,"H"
"43808","42","s1","S","r1",0.513,"0",1,"H"
"43809","42","s1","S","r1",0.358,"1",1,"H"
"43810","42","s2","S","r2",0.498,"1",1,"H"
"43811","42","s1","S","r1",0.408,"1",1,"H"
"43812","42","s2","S","r2",0.338,"1",1,"H"
"43813","42","s1","S","r1",0.415,"0",1,"H"
"43814","42","s1","S","r1",0.552,"0",1,"H"
"43815","42","s1","S","r1",0.332,"1",1,"H"
"43816","42","s2","S","r2",0.329,"1",1,"H"
"43817","42","s2","S","r2",0.326,"1",1,"H"
"43818","42","s2","S","r2",0.307,"1",1,"H"
"43819","42","s2","S","r2",0.306,"1",1,"H"
"43820","42","s2","S","r2",0.384,"1",1,"H"
"43821","42","s1","S","r1",0.331,"1",1,"H"
"43822","42","s1","S","r1",0.488,"1",1,"H"
"43823","42","s1","S","r1",0.239,"1",1,"H"
"43824","42","s1","S","r1",0.336,"1",1,"H"
"43825","42","s1","S","r1",0.317,"1",1,"H"
"43826","42","s2","S","r1",0.299,"1",0,"H"
"43827","42","s1","S","r1",0.314,"1",1,"H"
"43828","42","s2","S","r2",0.567,"1",1,"H"
"43829","42","s2","S","r2",0.394,"1",1,"H"
"43830","42","s1","S","r1",0.421,"1",1,"H"
"43831","42","s1","S","r1",0.414,"1",1,"H"
"43832","42","s1","S","r1",0.343,"0",1,"H"
"43833","42","s1","S","r1",0.308,"1",1,"H"
"43834","42","s1","S","r1",0.354,"1",1,"H"
"43835","42","s1","S","r1",0.287,"1",1,"H"
"43836","42","s2","S","r2",0.414,"1",1,"H"
"43837","42","s1","S","r1",0.359,"0",1,"H"
"43838","42","s1","S","r1",0.34,"1",1,"H"
"43839","42","s2","S","r2",0.401,"1",1,"H"
"43840","42","s1","S","r1",0.619,"1",1,"H"
"43841","42","s1","S","r1",0.444,"0",1,"H"
"43842","42","s1","S","r1",0.276,"1",1,"H"
"43843","42","s1","S","r1",0.612,"0",1,"H"
"43844","42","s1","S","r1",0.292,"1",1,"H"
"43845","42","s1","S","r1",0.276,"1",1,"H"
"43846","42","s1","S","r1",0.356,"1",1,"H"
"43847","42","s2","S","r1",0.303,"0",0,"H"
"43848","42","s2","S","r2",0.382,"1",1,"H"
"43849","42","s2","S","r2",0.472,"0",1,"H"
"43850","42","s2","S","r2",0.289,"1",1,"H"
"43851","42","s2","S","r2",0.303,"1",1,"H"
"43852","42","s2","S","r2",0.302,"1",1,"H"
"43853","42","s1","S","r1",0.508,"1",1,"H"
"43854","42","s1","S","r1",0.45,"0",1,"H"
"43855","42","s2","S","r2",0.378,"1",1,"H"
"43856","42","s1","S","r1",0.405,"0",1,"H"
"43857","42","s2","S","r2",0.351,"1",1,"H"
"43858","42","s2","S","r2",0.347,"1",1,"H"
"43859","42","s1","S","r1",0.36,"1",1,"H"
"43860","42","s1","S","r1",0.323,"1",1,"H"
"43861","42","s2","S","r2",0.497,"0",1,"H"
"43862","42","s1","S","r1",0.391,"1",1,"H"
"43863","42","s1","S","r1",0.482,"0",1,"H"
"43864","42","s1","S","r1",0.344,"1",1,"H"
"43865","42","s2","S","r1",0.309,"1",0,"H"
"43866","42","s1","S","r1",0.355,"1",1,"H"
"43867","42","s2","S","r1",0.32,"0",0,"H"
"43868","42","s1","S","r1",0.413,"0",1,"H"
"43869","42","s1","S","r1",0.455,"0",1,"H"
"43870","42","s1","S","r1",0.319,"1",1,"H"
"43871","42","s2","S","r2",0.381,"1",1,"H"
"43872","42","s2","S","r2",0.504,"0",1,"H"
"43873","42","s2","S","r2",0.317,"1",1,"H"
"43874","42","s2","S","r1",0.363,"0",0,"H"
"43875","42","s1","S","r1",0.391,"0",1,"H"
"43876","42","s2","S","r1",0.21,"1",0,"H"
"43877","42","s2","S","r1",0.18,"1",0,"H"
"43878","42","s2","S","r2",0.311,"1",1,"H"
"43879","42","s2","S","r2",0.293,"0",1,"H"
"43880","42","s1","S","r2",0.292,"0",0,"H"
"43881","42","s2","S","r2",0.428,"1",1,"H"
"43882","42","s1","S","r1",0.372,"1",1,"H"
"43883","42","s1","S","r2",0.304,"1",0,"H"
"43884","42","s1","S","r1",0.334,"1",1,"H"
"43885","42","s1","S","r2",0.331,"0",0,"H"
"43886","42","s1","S","r1",0.312,"1",1,"H"
"43887","42","s2","S","r2",0.309,"1",1,"H"
"43888","42","s2","S","r1",0.355,"0",0,"H"
"43889","42","s2","S","r2",0.687,"1",1,"H"
"43890","42","s1","S","r1",0.285,"1",1,"H"
"43891","42","s2","S","r1",0.172,"1",0,"H"
"43892","42","s2","S","r2",0.352,"1",1,"H"
"43893","42","s1","S","r1",0.348,"0",1,"H"
"43894","42","s2","S","r2",0.296,"0",1,"H"
"43895","42","s1","S","r1",0.311,"1",1,"H"
"43896","42","s2","S","r2",0.309,"0",1,"H"
"43897","42","s2","S","r2",0.37,"1",1,"H"
"43898","42","s1","S","r1",0.302,"1",1,"H"
"43899","42","s2","S","r1",0.365,"0",0,"H"
"43900","42","s1","S","r1",0.376,"1",1,"H"
"43901","42","s1","S","r1",0.387,"1",1,"H"
"43902","42","s1","S","r1",0.398,"1",1,"H"
"43903","42","s1","S","r1",0.28,"1",1,"H"
"43904","42","s1","S","r1",0.311,"1",1,"H"
"43905","42","s1","S","r1",0.309,"1",1,"H"
"43906","42","s2","S","r2",0.339,"1",1,"H"
"43907","42","s1","S","r1",0.384,"1",1,"H"
"43908","42","s2","S","r2",0.331,"1",1,"H"
"43909","42","s1","S","r1",0.408,"1",1,"H"
"43910","42","s1","S","r1",0.354,"1",1,"H"
"43911","42","s2","S","r2",0.303,"1",1,"H"
"43912","42","s1","S","r1",0.317,"1",1,"H"
"43913","42","s1","S","r1",0.267,"1",1,"H"
"43914","42","s2","S","r2",0.379,"1",1,"H"
"43915","42","s2","S","r2",0.534,"1",1,"H"
"43916","42","s2","S","r1",0.378,"0",0,"H"
"43917","42","s1","S","r2",0.293,"0",0,"H"
"43918","42","s2","S","r2",0.308,"1",1,"H"
"43919","42","s1","S","r1",0.306,"1",1,"H"
"43920","42","s2","S","r2",0.353,"1",1,"H"
"43921","42","s1","S","r1",0.365,"1",1,"H"
"43922","42","s1","S","r1",0.329,"1",1,"H"
"43923","42","s1","S","r2",0.277,"0",0,"H"
"43924","42","s1","S","r1",0.357,"1",1,"H"
"43925","42","s2","S","r2",0.576,"1",1,"H"
"43926","42","s1","S","r1",0.403,"0",1,"H"
"43927","42","s1","S","r1",0.333,"1",1,"H"
"43928","42","s1","S","r1",0.362,"1",1,"H"
"43929","42","s2","S","r2",0.502,"1",1,"H"
"43930","42","s1","S","r1",0.363,"1",1,"H"
"43931","42","s2","S","r2",0.343,"1",1,"H"
"43932","42","s1","S","r1",0.355,"1",1,"H"
"43933","42","s2","S","r2",0.336,"1",1,"H"
"43934","42","s1","S","r1",0.269,"1",1,"H"
"43935","42","s2","S","r2",0.333,"1",1,"H"
"43936","42","s1","S","r1",0.282,"1",1,"H"
"43937","42","s2","S","r2",0.313,"1",1,"H"
"43938","42","s1","S","r1",0.327,"1",1,"H"
"43939","42","s2","S","r2",0.292,"1",1,"H"
"43940","42","s2","S","r1",0.355,"0",0,"H"
"43941","42","s2","S","r2",0.591,"0",1,"H"
"43942","42","s2","S","r2",0.353,"0",1,"H"
"43943","42","s2","S","r2",0.301,"1",1,"H"
"43944","42","s1","S","r1",0.428,"0",1,"H"
"43945","42","s2","S","r1",0.341,"0",0,"H"
"43946","42","s1","S","r1",0.37,"1",1,"H"
"43947","42","s1","S","r1",0.317,"1",1,"H"
"43948","42","s2","S","r2",0.347,"1",1,"H"
"43949","42","s2","S","r2",0.232,"1",1,"H"
"43950","42","s2","S","r2",0.377,"0",1,"H"
"43951","42","s1","S","r1",0.372,"1",1,"H"
"43952","42","s1","S","r2",0.32,"1",0,"H"
"43953","42","s2","S","r2",0.349,"1",1,"H"
"43954","42","s1","S","r2",0.33,"1",0,"H"
"43955","42","s1","S","r1",0.503,"1",1,"H"
"43956","42","s2","S","r2",0.397,"1",1,"H"
"43957","42","s1","S","r1",0.391,"0",1,"H"
"43958","42","s1","S","r1",0.578,"0",1,"H"
"43959","42","s1","S","r1",0.34,"0",1,"H"
"43960","42","s2","S","r2",0.369,"1",1,"H"
"43961","42","s1","S","r1",0.381,"1",1,"H"
"43962","42","s1","S","r1",0.327,"1",1,"H"
"43963","42","s2","S","r2",0.388,"1",1,"H"
"43964","42","s1","S","r1",0.43,"0",1,"H"
"43965","42","s1","S","r1",0.375,"1",1,"H"
"43966","42","s1","S","r1",0.307,"1",1,"H"
"43967","42","s1","S","r1",0.289,"1",1,"H"
"43968","42","s1","S","r1",0.305,"1",1,"H"
"43969","42","s2","S","r1",0.239,"1",0,"H"
"43970","42","s1","S","r2",0.289,"0",0,"H"
"43971","42","s1","S","r1",0.336,"0",1,"H"
"43972","42","s1","S","r1",0.317,"1",1,"H"
"43973","42","s2","S","r1",0.267,"1",0,"H"
"43974","42","s1","S","r1",0.363,"1",1,"H"
"43975","42","s1","S","r1",0.358,"0",1,"H"
"43976","42","s2","S","r1",0.323,"0",0,"H"
"43977","42","s2","S","r2",0.353,"1",1,"H"
"43978","42","s2","S","r2",0.365,"0",1,"H"
"43979","42","s1","S","r1",0.361,"1",1,"H"
"43980","42","s2","S","r2",0.388,"1",1,"H"
"43981","42","s1","S","r1",0.462,"1",1,"H"
"43982","42","s1","S","r2",0.278,"1",0,"H"
"43983","42","s1","S","r2",0.341,"0",0,"H"
"43984","42","s1","S","r1",0.353,"1",1,"H"
"43985","42","s2","S","r2",0.349,"1",1,"H"
"43986","42","s1","S","r1",0.362,"1",1,"H"
"43987","42","s1","S","r1",0.357,"1",1,"H"
"43988","42","s1","S","r1",0.305,"1",1,"H"
"43989","42","s2","S","r1",0.303,"0",0,"H"
"43990","42","s1","S","r1",0.333,"0",1,"H"
"43991","42","s2","S","r2",0.363,"1",1,"H"
"43992","42","s1","S","r1",0.374,"1",1,"H"
"43993","42","s2","S","r2",0.433,"1",1,"H"
"43994","42","s1","S","r1",0.314,"1",1,"H"
"43995","42","s2","S","r2",0.312,"1",1,"H"
"43996","42","s1","S","r1",0.437,"0",1,"H"
"43997","42","s1","S","r1",0.366,"1",1,"H"
"43998","42","s2","S","r2",0.394,"1",1,"H"
"43999","42","s2","S","r2",0.388,"1",1,"H"
"44000","42","s2","S","r2",0.319,"1",1,"H"
"44001","42","s1","S","r1",0.349,"1",1,"H"
"44002","42","s1","S","r1",0.425,"0",1,"H"
"44003","42","s2","S","r2",0.29,"1",1,"H"
"44004","42","s2","S","r1",0.305,"0",0,"H"
"44005","42","s2","S","r2",0.272,"1",1,"H"
"44006","42","s1","S","r1",0.304,"0",1,"H"
"44007","42","s2","S","r2",0.302,"1",1,"H"
"44008","42","s2","S","r2",0.333,"1",1,"H"
"44009","42","s1","S","r1",0.362,"1",1,"H"
"44010","42","s1","S","r2",0.325,"0",0,"H"
"44011","42","s1","S","r1",0.371,"1",1,"H"
"44012","42","s2","S","r1",0.303,"0",0,"H"
"44013","42","s2","S","r2",0.317,"1",1,"H"
"44014","42","s2","S","r2",0.331,"0",1,"H"
"44015","42","s2","S","r2",0.327,"0",1,"H"
"44016","42","s2","S","r2",0.308,"0",1,"H"
"44017","42","s2","S","r2",0.291,"0",1,"H"
