"","s","S","F","R","RT","congruent","OverallAcc","WMC"
"8972","9","s2","A","r2",0.385,"1",1,"H"
"8973","9","s2","A","r2",0.364,"0",1,"H"
"8974","9","s2","A","r2",0.327,"0",1,"H"
"8975","9","s1","A","r1",0.405,"1",1,"H"
"8976","9","s1","A","r1",0.334,"1",1,"H"
"8977","9","s1","A","r1",0.379,"1",1,"H"
"8978","9","s2","A","r2",0.342,"1",1,"H"
"8979","9","s2","A","r2",0.291,"1",1,"H"
"8980","9","s1","A","r1",0.418,"0",1,"H"
"8981","9","s1","A","r1",0.316,"1",1,"H"
"8982","9","s1","A","r1",0.314,"1",1,"H"
"8983","9","s1","A","r1",0.407,"0",1,"H"
"8984","9","s1","A","r1",0.37,"1",1,"H"
"8985","9","s2","A","r2",0.349,"1",1,"H"
"8986","9","s1","A","r1",0.426,"1",1,"H"
"8987","9","s2","A","r2",0.403,"1",1,"H"
"8988","9","s2","A","r2",0.317,"1",1,"H"
"8989","9","s2","A","r2",0.299,"1",1,"H"
"8990","9","s2","A","r2",0.329,"1",1,"H"
"8991","9","s2","A","r2",0.423,"0",1,"H"
"8992","9","s2","A","r2",0.4,"1",1,"H"
"8993","9","s1","A","r1",0.426,"1",1,"H"
"8994","9","s1","A","r1",0.356,"1",1,"H"
"8995","9","s2","A","r2",0.416,"0",1,"H"
"8996","9","s2","A","r2",0.329,"1",1,"H"
"8997","9","s2","A","r2",0.341,"1",1,"H"
"8998","9","s2","A","r2",0.275,"1",1,"H"
"8999","9","s1","A","r1",0.371,"1",1,"H"
"9000","9","s1","A","r1",0.334,"1",1,"H"
"9001","9","s1","A","r1",0.395,"1",1,"H"
"9002","9","s2","A","r2",0.389,"1",1,"H"
"9003","9","s2","A","r2",0.304,"1",1,"H"
"9004","9","s1","A","r1",0.399,"1",1,"H"
"9005","9","s1","A","r1",0.329,"1",1,"H"
"9006","9","s2","A","r2",0.374,"1",1,"H"
"9007","9","s1","A","r1",0.418,"1",1,"H"
"9008","9","s2","A","r2",0.379,"1",1,"H"
"9009","9","s1","A","r1",0.406,"1",1,"H"
"9010","9","s1","A","r1",0.383,"0",1,"H"
"9011","9","s2","A","r2",0.33,"1",1,"H"
"9012","9","s1","A","r1",0.375,"1",1,"H"
"9013","9","s1","A","r1",0.339,"1",1,"H"
"9014","9","s1","A","r1",0.352,"1",1,"H"
"9015","9","s2","A","r2",0.316,"1",1,"H"
"9016","9","s1","A","r1",0.442,"1",1,"H"
"9017","9","s2","A","r2",0.371,"1",1,"H"
"9018","9","s1","A","r1",0.383,"1",1,"H"
"9019","9","s1","A","r1",0.489,"0",1,"H"
"9020","9","s1","A","r1",0.4,"1",1,"H"
"9021","9","s2","A","r1",0.41,"1",0,"H"
"9022","9","s2","A","r2",0.436,"1",1,"H"
"9023","9","s1","A","r1",0.428,"1",1,"H"
"9024","9","s1","A","r1",0.405,"1",1,"H"
"9025","9","s1","A","r1",0.383,"1",1,"H"
"9026","9","s1","A","r1",0.442,"0",1,"H"
"9027","9","s2","A","r2",0.467,"1",1,"H"
"9028","9","s2","A","r2",0.346,"1",1,"H"
"9029","9","s2","A","r2",0.342,"1",1,"H"
"9030","9","s1","A","r1",0.371,"1",1,"H"
"9031","9","s2","A","r2",0.399,"1",1,"H"
"9032","9","s2","A","r2",0.345,"1",1,"H"
"9033","9","s1","A","r1",0.422,"0",1,"H"
"9034","9","s2","A","r2",0.415,"0",1,"H"
"9035","9","s2","A","r2",0.36,"1",1,"H"
"9036","9","s2","A","r2",0.491,"0",1,"H"
"9037","9","s1","A","r1",0.401,"1",1,"H"
"9038","9","s2","A","r2",0.411,"0",1,"H"
"9039","9","s2","A","r2",0.389,"1",1,"H"
"9040","9","s2","A","r2",0.4,"1",1,"H"
"9041","9","s2","A","r2",0.41,"1",1,"H"
"9042","9","s2","A","r2",0.339,"1",1,"H"
"9043","9","s2","A","r2",0.351,"1",1,"H"
"9044","9","s2","A","r2",0.508,"0",1,"H"
"9045","9","s2","A","r2",0.338,"1",1,"H"
"9046","9","s1","A","r1",0.415,"0",1,"H"
"9047","9","s2","A","r2",0.376,"1",1,"H"
"9048","9","s1","A","r1",0.387,"1",1,"H"
"9049","9","s1","A","r1",0.366,"1",1,"H"
"9050","9","s1","A","r1",0.33,"1",1,"H"
"9051","9","s1","A","r1",0.343,"1",1,"H"
"9052","9","s2","A","r2",0.355,"1",1,"H"
"9053","9","s2","A","r2",0.351,"1",1,"H"
"9054","9","s1","A","r1",0.444,"1",1,"H"
"9055","9","s2","A","r2",0.42,"0",1,"H"
"9056","9","s1","A","r1",0.429,"1",1,"H"
"9057","9","s1","A","r1",0.422,"0",1,"H"
"9058","9","s1","A","r1",0.383,"1",1,"H"
"9059","9","s1","A","r1",0.49,"0",1,"H"
"9060","9","s1","A","r1",0.464,"1",1,"H"
"9061","9","s1","A","r1",0.439,"0",1,"H"
"9062","9","s1","A","r1",0.496,"0",1,"H"
"9063","9","s2","A","r2",0.374,"1",1,"H"
"9064","9","s1","A","r1",0.401,"1",1,"H"
"9065","9","s2","A","r1",0.396,"1",0,"H"
"9066","9","s2","A","r2",0.422,"1",1,"H"
"9067","9","s2","A","r2",0.351,"1",1,"H"
"9068","9","s2","A","r2",0.315,"1",1,"H"
"9069","9","s2","A","r2",0.441,"0",1,"H"
"9070","9","s2","A","r2",0.37,"0",1,"H"
"9071","9","s2","A","r2",0.35,"1",1,"H"
"9072","9","s1","A","r1",0.41,"1",1,"H"
"9073","9","s2","A","r2",0.387,"1",1,"H"
"9074","9","s1","A","r1",0.59,"1",1,"H"
"9075","9","s2","A","r2",0.432,"1",1,"H"
"9076","9","s2","A","r2",0.353,"1",1,"H"
"9077","9","s2","A","r2",0.366,"1",1,"H"
"9078","9","s2","A","r2",0.36,"1",1,"H"
"9079","9","s1","A","r1",0.404,"1",1,"H"
"9080","9","s2","A","r2",0.382,"1",1,"H"
"9081","9","s1","A","r1",0.425,"1",1,"H"
"9082","9","s2","A","r2",0.45,"1",1,"H"
"9083","9","s1","A","r1",0.49,"1",1,"H"
"9084","9","s2","A","r2",0.417,"1",1,"H"
"9085","9","s2","A","r2",0.442,"1",1,"H"
"9086","9","s2","A","r2",0.339,"1",1,"H"
"9087","9","s1","A","r1",0.416,"1",1,"H"
"9088","9","s1","A","r1",0.569,"1",1,"H"
"9089","9","s1","A","r1",0.476,"0",1,"H"
"9090","9","s2","A","r2",0.356,"1",1,"H"
"9091","9","s2","A","r2",0.336,"0",1,"H"
"9092","9","s1","A","r1",0.461,"1",1,"H"
"9093","9","s1","A","r1",0.34,"0",1,"H"
"9094","9","s1","A","r1",0.337,"1",1,"H"
"9095","9","s2","A","r2",0.414,"1",1,"H"
"9096","9","s1","A","r1",0.408,"1",1,"H"
"9097","9","s2","A","r2",0.354,"1",1,"H"
"9098","9","s1","A","r1",0.446,"1",1,"H"
"9099","9","s1","A","r1",0.39,"1",1,"H"
"9100","9","s1","A","r1",0.353,"1",1,"H"
"9101","9","s2","A","r2",0.462,"0",1,"H"
"9102","9","s2","A","r2",0.389,"1",1,"H"
"9103","9","s2","A","r2",0.4,"1",1,"H"
"9104","9","s1","A","r1",0.41,"1",1,"H"
"9105","9","s1","A","r1",0.339,"1",1,"H"
"9106","9","s1","A","r1",0.368,"0",1,"H"
"9107","9","s1","A","r2",0.444,"1",0,"H"
"9108","9","s2","A","r2",0.5,"0",1,"H"
"9109","9","s2","A","r2",0.73,"1",1,"H"
"9110","9","s1","A","r1",0.389,"0",1,"H"
"9111","9","s1","A","r1",0.48,"1",1,"H"
"9112","9","s1","A","r1",0.471,"1",1,"H"
"9113","9","s1","A","r1",0.43,"1",1,"H"
"9114","9","s2","A","r2",0.439,"1",1,"H"
"9115","9","s2","A","r2",0.544,"0",1,"H"
"9116","9","s2","A","r2",0.404,"0",1,"H"
"9117","9","s2","A","r2",0.366,"1",1,"H"
"9118","9","s2","A","r2",0.362,"1",1,"H"
"9119","9","s2","A","r2",0.357,"1",1,"H"
"9120","9","s2","A","r2",0.386,"1",1,"H"
"9121","9","s1","A","r1",0.445,"1",1,"H"
"9122","9","s1","A","r1",0.309,"0",1,"H"
"9123","9","s1","A","r1",0.371,"1",1,"H"
"9124","9","s2","A","r2",0.479,"1",1,"H"
"9125","9","s1","A","r1",0.533,"1",1,"H"
"9126","9","s1","A","r1",0.362,"1",1,"H"
"9127","9","s1","A","r1",0.357,"1",1,"H"
"9128","9","s1","A","r1",0.322,"1",1,"H"
"9129","9","s2","A","r2",0.446,"1",1,"H"
"9130","9","s2","A","r2",0.295,"1",1,"H"
"9131","9","s2","A","r2",0.373,"1",1,"H"
"9132","9","s2","A","r2",0.337,"1",1,"H"
"9133","9","s2","A","r2",0.446,"0",1,"H"
"9134","9","s1","A","r1",0.646,"0",1,"H"
"9135","9","s2","A","r2",0.453,"1",1,"H"
"9136","9","s1","A","r1",0.529,"1",1,"H"
"9137","9","s2","A","r2",0.454,"1",1,"H"
"9138","9","s1","A","r1",0.574,"1",1,"H"
"9139","9","s2","A","r2",0.401,"1",1,"H"
"9140","9","s2","A","r2",0.331,"1",1,"H"
"9141","9","s1","A","r1",0.392,"1",1,"H"
"9142","9","s1","A","r1",0.323,"1",1,"H"
"9143","9","s1","A","r1",0.336,"0",1,"H"
"9144","9","s1","A","r1",0.349,"1",1,"H"
"9145","9","s2","A","r2",0.473,"0",1,"H"
"9146","9","s2","A","r2",0.625,"1",1,"H"
"9147","9","s1","A","r1",0.449,"1",1,"H"
"9148","9","s2","A","r2",0.441,"0",1,"H"
"9149","9","s2","A","r2",0.37,"1",1,"H"
"9150","9","s2","A","r2",0.398,"1",1,"H"
"9151","9","s2","A","r2",0.44,"0",1,"H"
"9152","9","s1","A","r1",0.401,"1",1,"H"
"9153","9","s2","A","r2",0.395,"1",1,"H"
"9154","9","s2","A","r2",0.469,"0",1,"H"
"9155","9","s1","A","r1",0.412,"1",1,"H"
"9156","9","s1","A","r1",0.342,"1",1,"H"
"9157","9","s1","A","r1",0.451,"1",1,"H"
"9158","9","s1","A","r1",0.411,"1",1,"H"
"9159","9","s2","A","r2",0.436,"0",1,"H"
"9160","9","s2","A","r2",0.333,"1",1,"H"
"9161","9","s2","A","r2",0.314,"0",1,"H"
"9162","9","s1","A","r1",0.424,"1",1,"H"
"9163","9","s2","A","r2",0.369,"1",1,"H"
"9164","9","s2","A","r2",0.317,"0",1,"H"
"9165","9","s1","A","r1",0.395,"1",1,"H"
"9166","9","s2","A","r2",0.405,"1",1,"H"
"9167","9","s2","A","r2",0.351,"0",1,"H"
"9168","9","s1","A","r1",0.411,"1",1,"H"
"9169","9","s2","A","r2",0.373,"1",1,"H"
"9170","9","s2","A","r2",0.32,"0",1,"H"
"9171","9","s1","A","r1",0.398,"1",1,"H"
"9172","9","s1","A","r1",0.408,"1",1,"H"
"9173","9","s2","A","r2",0.354,"1",1,"H"
"9174","9","s1","A","r1",0.431,"1",1,"H"
"9175","9","s1","A","r1",0.472,"1",1,"H"
"9176","9","s1","A","r1",0.335,"1",1,"H"
"9177","9","s1","A","r1",0.38,"1",1,"H"
"9178","9","s1","A","r1",0.343,"1",1,"H"
"9179","9","s1","A","r1",0.467,"0",1,"H"
"9180","9","s1","A","r1",0.442,"1",1,"H"
"9181","9","s2","A","r2",0.354,"1",1,"H"
"9182","9","s2","A","r2",0.382,"0",1,"H"
"9183","9","s1","A","r1",0.457,"1",1,"H"
"9184","9","s1","A","r1",0.353,"1",1,"H"
"9185","9","s1","A","r1",0.269,"0",1,"H"
"9186","9","s2","A","r2",0.429,"1",1,"H"
"9187","9","s1","A","r1",0.39,"1",1,"H"
"9188","9","s1","A","r1",0.321,"1",1,"H"
"9189","9","s1","A","r1",0.318,"0",1,"H"
"9190","9","s2","A","r2",0.412,"0",1,"H"
"9191","9","s2","A","r2",0.326,"1",1,"H"
"9192","9","s1","A","r1",0.355,"1",1,"H"
"9193","9","s1","A","r1",0.319,"0",1,"H"
"9194","9","s2","A","r2",0.349,"1",1,"H"
"9195","9","s1","A","r1",0.361,"1",1,"H"
"9196","9","s2","A","r2",0.405,"0",1,"H"
"9197","9","s2","A","r2",0.335,"1",1,"H"
"9198","9","s2","A","r2",0.348,"0",1,"H"
"9199","9","s1","A","r1",0.392,"1",1,"H"
"9200","9","s1","A","r1",0.323,"1",1,"H"
"9201","9","s2","A","r2",0.416,"0",1,"H"
"9202","9","s2","A","r2",0.314,"1",1,"H"
"9203","9","s2","A","r2",0.328,"1",1,"H"
"9204","9","s2","A","r2",0.309,"0",1,"H"
"9205","9","s1","A","r1",0.467,"0",1,"H"
"9206","9","s2","A","r2",0.346,"1",1,"H"
"9207","9","s2","A","r2",0.327,"1",1,"H"
"9208","9","s1","A","r1",0.42,"1",1,"H"
"9209","9","s2","A","r2",0.349,"1",1,"H"
"9210","9","s1","A","r1",0.714,"1",1,"H"
"9211","9","s2","A","r2",0.534,"1",1,"H"
"9212","9","s2","A","r2",0.33,"1",1,"H"
"9213","9","s1","A","r1",0.391,"1",1,"H"
"9214","9","s2","A","r2",0.402,"1",1,"H"
"9215","9","s1","A","r1",0.364,"1",1,"H"
"9216","9","s1","A","r1",0.328,"0",1,"H"
"9217","9","s2","A","r2",0.389,"1",1,"H"
"9218","9","s2","A","r1",0.415,"0",0,"H"
"9219","9","s1","A","r1",0.441,"0",1,"H"
"9220","9","s2","A","r2",0.513,"0",1,"H"
"9221","9","s2","A","r2",0.327,"1",1,"H"
"9222","9","s1","A","r1",0.372,"1",1,"H"
"9223","9","s2","A","r2",0.367,"1",1,"H"
"9224","9","s1","A","r1",0.411,"1",1,"H"
"9225","9","s2","A","r2",0.34,"1",1,"H"
"9226","9","s2","A","r2",0.353,"1",1,"H"
"9227","9","s2","A","r2",0.301,"1",1,"H"
"9228","9","s1","A","r1",0.396,"1",1,"H"
"9229","9","s2","A","r2",0.405,"1",1,"H"
"9230","9","s1","A","r1",0.448,"0",1,"H"
"9231","9","s1","A","r1",0.423,"0",1,"H"
"9232","9","s1","A","r1",0.384,"1",1,"H"
"9233","9","s1","A","r1",0.411,"0",1,"H"
"9234","9","s2","A","r2",0.341,"1",1,"H"
"9235","9","s2","A","r2",0.337,"1",1,"H"
"9236","9","s2","A","r2",0.749,"0",1,"H"
"9237","9","s2","A","r2",0.408,"1",1,"H"
"9238","9","s1","A","r1",0.513,"0",1,"H"
"9239","9","s2","A","r2",0.39,"1",1,"H"
"9240","9","s1","A","r1",0.321,"1",1,"H"
"9241","9","s2","A","r2",0.351,"1",1,"H"
"9242","9","s2","A","r2",0.364,"1",1,"H"
"9243","9","s1","A","r1",0.375,"1",1,"H"
"9244","9","s1","A","r1",0.339,"1",1,"H"
"9245","9","s2","A","r2",0.368,"1",1,"H"
"9246","9","s2","A","r2",0.298,"1",1,"H"
"9247","9","s2","A","r2",0.425,"0",1,"H"
"9248","9","s1","A","r1",0.322,"1",1,"H"
"9249","9","s1","A","r1",0.368,"0",1,"H"
"9250","9","s2","A","r2",0.428,"0",1,"H"
"9251","9","s1","A","r1",0.437,"1",1,"H"
"9252","9","s1","A","r1",0.349,"0",1,"H"
"9253","9","s2","A","r2",0.394,"1",1,"H"
"9254","9","s1","A","r1",0.436,"1",1,"H"
"9255","9","s1","A","r1",0.349,"0",1,"H"
"9256","9","s1","A","r1",0.345,"0",1,"H"
"9257","9","s2","A","r2",0.373,"1",1,"H"
"9258","9","s2","A","r2",0.289,"1",1,"H"
"9259","9","s2","A","r2",0.352,"0",1,"H"
"9260","9","s2","A","r2",0.332,"1",1,"H"
"9261","9","s1","A","r1",0.362,"1",1,"H"
"9262","9","s1","A","r1",0.357,"1",1,"H"
"9263","9","s1","A","r1",0.289,"1",1,"H"
"9264","9","s1","A","r1",0.321,"1",1,"H"
"9265","9","s1","A","r1",0.335,"1",1,"H"
